department,job,timeclass,startdate,hourly_wage,regular_pay,overtime_pay,other_pay,total_pay,reg_hours,overtime_hours,total_hours
Fire,Firefighter 56hr,F,10/8/2018,23.79,66689.32,17255.52,4908.45,88853.29000000001,53.90865586704175,9.299059074595014,63.207714941636766
Parks and Recreation,Groundskeeper,F,6/14/2021,15.4,17192,3052.32,27,20271.32,21.468531468531467,2.5410589410589415,24.00959040959041
Police,Police Officer,F,6/6/2016,34.27,68712.8,3484.99,8803.11,81000.90000000001,38.55850598190837,1.303745520115523,39.86225150202389
Public Works,Building Equip Op I,F,4/11/2016,29.5,35181.49,134.23,870,36185.72,22.93447848761408,0.05833550630160799,22.992813993915686
Fire,Fire Engineer 56hr,F,4/7/2008,26.95,77801.54,3208.17,3529.18,84538.88999999998,55.5170115598687,1.5261738261738265,57.04318538604252
Police,Police Records Clk,F,12/6/2004,21.57,44484.8,259.06,2072.55,46816.41,39.66049712920366,0.15397691475577424,39.814474043959436
Aviation,Heavy Equip Mech*Mobile Repair,F,11/15/2010,31.84,65350,0,4715.12,70065.12,39.470187475840746,0,39.470187475840746
Police,Police Officer,F,6/16/1997,37.79,77606.4,4660.42,13566.61,95833.43,39.49274329798278,1.5810789721877312,41.07382227017051
Police,Police Sergeant,F,6/11/1993,48.4,98726.4,50030.46,15780.87,164537.72999999998,39.2269548633185,13.252399872854419,52.479354736172915
Aviation,Airport Operations Assistant,F,1/14/2019,20.55,41075.84,2620.55,1174,44870.39,38.43892944038929,1.634880529041113,40.0738099694304
Parks and Recreation,Groundskeeper,P,12/13/2021,15.4,924,0,7.2,931.2,1.1538461538461537,0,1.1538461538461537
Water Services,Water Customer Services Spv I,F,1/15/2007,27.44,55750.22,249,1394.72,57393.94,39.07141455483292,0.11633774388876429,39.18775229872168
Police,Police Officer,F,1/8/2001,37.79,77606.4,1756.07,4003.37,83365.84,39.49274329798278,0.5957586120327586,40.08850191001554
Library,Municipal Security Guard,P,7/27/2020,22.64,20885.6,0,691,21576.6,17.740554498505027,0,17.740554498505027
Fire,Fire Engineer 56hr,F,1/3/2005,29.24,82182.38,38488.81,9227.2,129898.39,54.05028675155215,16.875727840331123,70.92601459188327
Parks and Recreation,Groundskeeper,F,11/21/2016,17.31,28460.71,1027.32,3.6,29491.629999999997,31.618795271741547,0.7608763276007644,32.37967159934231
Aviation,Senior User Technology Spec,F,3/23/2009,46.21,95086.4,0,5035.26,100121.65999999999,39.571188387461916,0,39.571188387461916
Water Services,Senior Utilities Svc Spec,F,4/8/2019,21.57,42499.84,0,0,42499.84,37.890802753111515,0,37.890802753111515
Human Services,Department Budget Supervisor,F,12/5/2005,46.21,95086.4,0,1975.34,97061.73999999999,39.571188387461916,0,39.571188387461916
Fire,Firefighter 56hr,F,10/5/2020,17.21,47999.73,13323.77,161.51,61485.01,53.63577749966477,9.925483097185596,63.56126059685037
Parks and Recreation,Park Ranger II,F,12/10/2012,24.89,49148.8,876.26,247,50272.060000000005,37.97385418920172,0.45135004275221224,38.42520423195393
Parks and Recreation,Gardener,F,10/8/1991,20.35,4497.35,0,420,4917.35,4.25,0,4.25
Fire,Fire Engineer 56hr,F,3/12/2007,26.95,81260.11,14857.92,1484.99,97603.02,57.98495076352219,7.068131868131868,65.05308263165406
Fire,User Technology Specialist,F,8/23/1999,41.78,85972.8,14583.17,28485.63,129041.6,39.572117686047804,4.474957346785972,44.047075032833774
Police,Admin Asst II,F,6/28/1999,39,79027,0,3195,82222,38.967948717948715,0,38.967948717948715
Police,Admin Aide,F,9/11/2006,26.08,53787.2,0,975.12,54762.32,39.66139688532326,0,39.66139688532326
Library,Library Circulation Attnd I,P,9/9/2019,16.24,18880.98,0,105.1,18986.079999999998,22.35811386888973,0,22.35811386888973
Police,Police Officer,F,11/21/2005,37.79,77606.4,13776.17,5004.65,96387.21999999999,39.49274329798278,4.673658748413974,44.166402046396755
Police,Police Officer,F,1/30/2017,31.75,64944,2243.04,11741.44,78928.48,39.33615990308903,0.9057298606904906,40.241889763779525
Police,Police Sergeant,F,12/17/2007,48.4,95430.48,41049.4,9851.36,146331.24,37.91738715829625,10.873437168891716,48.79082432718796
Police,Police Officer,F,5/21/2007,37.79,77606.4,2987.6,6251.29,86845.29,39.49274329798278,1.013563485116806,40.50630678309958
Police,Police Officer,F,10/26/2015,37.79,72075.2,13374.42,4313.4,89763.01999999999,36.67799784232703,4.537362346571132,41.21536018889816
Police,Police Officer,F,10/4/2010,37.79,77606.4,28611.1,4218.6,110436.1,39.49274329798278,9.706508980126339,49.199252278109114
Fire,Fire Captain 56hr,F,9/7/1998,34.73,94843.55,55978.54,2849.87,153671.96,52.5169715829808,20.66437056560869,73.1813421485895
Public Works,Electrician Apprentice (NC),F,8/26/2019,17.69,36120,6069.38,444.8,42634.18,39.265991216245595,4.398675189517473,43.66466640576307
Street Transportation,Senior Materials Technician,F,8/30/2004,28.31,58145.6,0,2266.16,60411.759999999995,39.497867021710185,0,39.497867021710185
Fire,Firefighter 56hr,F,10/12/2015,22.61,65016.77,6821.74,4422.52,76261.03,55.29953560371517,3.868120527563252,59.16765613127842
Fire,Firefighter 56hr,F,1/7/2013,25.67,74101.48,16489.23,1633.79,92224.49999999999,55.51337988073476,8.23530910071619,63.748688981450954
Street Transportation,Traffic Signal Technician,F,8/5/2002,30.6,62707.45,93.06,3053,65853.51,39.408905228758165,0.0389894419306184,39.44789467068878
Police,Police Officer,F,12/18/2006,37.79,50669.4,942.26,1994.36,53606.020000000004,25.78490443137175,0.3196680711896377,26.10457250256139
Water Services,Ops & Maintenance Tech*SCBA,F,7/14/2008,28.31,58145.6,4170.88,3362.68,65679.15999999999,39.497867021710185,1.8888315264154192,41.3866985481256
Fire,Firefighter 56hr,F,10/10/2016,23.79,68241.65,21234.27,4249.05,93724.97,55.1634898308921,11.443221133637273,66.60671096452937
Police,Police Officer,F,7/16/2018,30.04,60099.2,2046.88,2470.99,64617.06999999999,38.47382976544095,0.8735702823585646,39.34740004779951
Police,Crime Scene Shift Supervisor,F,3/31/2014,41.78,85972.8,0,7232.8,93205.6,39.572117686047804,0,39.572117686047804
Street Transportation,Parking Meter Specialist,F,7/1/2019,18.47,37799.12,3196.9,87.83,41083.850000000006,39.35604514597477,2.2190523787708414,41.57509752474561
Fire,Fire Prevention Spec I,F,2/24/2020,24.92,49101.35,1770.25,725,51596.6,37.891522101494004,0.9107348643865497,38.80225696588055
Street Transportation,Chief Construction Insp,F,4/2/2001,36.79,75804.12,13253.64,4597.15,93654.90999999999,39.62412444853325,4.618604553913061,44.24272900244631
Fire,Firefighter 56hr,F,7/4/2005,26.86,54079.81,10689.03,1772.36,66541.2,38.71914914943582,5.101967466636119,43.82111661607194
Municipal Court,Account Clerk III,F,8/13/2018,24.92,45580.16,0,75,45655.16,35.17421903938758,0,35.17421903938758
Police,Police Property Technician,F,6/18/2007,24.92,51396.8,3458.93,1707.87,56563.600000000006,39.66292134831461,1.7795046713586038,41.44242601967321
Police,Police Assistant,F,8/10/1998,24.92,51396.8,0,4975.48,56372.28,39.66292134831461,0,39.66292134831461
Public Works,Heavy Equip Mech,F,10/20/1997,30.6,62852.8,3644.92,8937.76,75435.48,39.50025138260432,1.5271158035863917,41.02736718619071
Police,Police Officer,F,8/28/2017,31.75,61579.2,1558.03,1403.1,64540.329999999994,37.29812235009085,0.6291257823541289,37.92724813244498
Human Services,Landlord/Tenant Counselor,F,10/18/2021,23.7,9480,0,75,9555,7.6923076923076925,0,7.6923076923076925
Police,Police Officer,F,12/30/1996,37.79,77606.4,52839.52,14581.31,145027.22999999998,39.49274329798278,17.926164159559235,57.41890745754201
Parks and Recreation,Pool Manager,P,7/5/2004,18.74,8866.79,443.46,0,9310.25,9.098996387817094,0.30338231672276494,9.402378704539858
Street Transportation,Chief Construction Insp*U7,F,6/25/2001,39.76,81816,15060.74,6349.54,103226.28,39.57204767063922,4.856298044678327,44.42834571531755
Police,Police Officer,F,4/1/2002,37.79,77606.4,2877.41,4794.99,85278.8,39.49274329798278,0.9761807831402962,40.46892408112307
Street Transportation,Traffic Engineer III,F,2/22/2021,51.02,88979.2,0,75,89054.2,33.53858215481108,0,33.53858215481108
Police,Police Officer,F,6/28/1999,37.79,77606.4,6303.23,8237.64,92147.26999999999,39.49274329798278,2.138413364002144,41.63115666198492
Parks and Recreation,Parks Foreman II,F,5/11/1994,30.95,63681.6,11483.81,7244.86,82410.27,39.56853485771095,4.756973613354874,44.325508471065824
Municipal Court,Court Security Officer,F,10/10/2005,24.92,52133.36,1976.92,737.57,54847.85,40.23132485492036,1.0170597193069102,41.248384574227266
Police,Police Comm Operator,F,4/19/2021,22.64,32428.8,2424.96,1625.68,36479.44,27.545528676270724,1.3731992389236205,28.918727915194346
Municipal Court,Treasury Collections Rep,F,10/19/2009,28.75,59548,3307.88,1275.16,64131.04,39.8314381270903,1.4750858416945374,41.30652396878484
Police,Aircraft Technician,F,2/7/1994,33.29,68380.8,7194.44,8772.38,84347.62000000001,39.501813896527025,2.7706942101655225,42.27250810669255
Fire,Fire Emergency Dispatcher,F,8/31/2015,26.08,53280.36,15935.21,988.2,70203.77,39.28766517225107,7.833495556079912,47.12116072833098
Fire,Fire Captain 56hr,F,3/27/2006,28.68,81745.23,59735.73,6244.17,147725.13,54.81254023173479,26.703022744340743,81.51556297607553
Aviation,Aviation Supv II,F,4/19/2021,23.58,33729.6,1256.77,2155.75,37142.119999999995,27.508318653356824,0.6833094104086471,28.19162806376547
Parks and Recreation,Recreation Leader,P,10/14/2013,15.55,6765.98,194.15,105.4,7065.529999999999,8.367524115755627,0.16007090444389477,8.527595020199522
Public Works,Solid Waste Equipment Operator,F,3/20/1995,25.73,52857.6,14350.48,2885.66,70093.74,39.506113785165475,7.150428014788683,46.656541799954155
Public Works,Equipment Service Wkr II,F,5/6/2019,19.59,39166.29,4465.99,3130.93,46763.21,38.44807986806455,2.922730068978155,41.37080993704271
Police,Admin Aide,F,4/23/2018,19.59,38840.4,0,0.3,38840.700000000004,38.12816586170338,0,38.12816586170338
Public Works,Solid Waste Equipment Operator,F,1/18/2016,23.39,47175.28,2685.33,13.74,49874.35,38.786529417568325,1.4718814746604398,40.25841089222877
Police,Police Sergeant,F,5/3/1999,53.72,110785.6,421.26,4623.26,115830.12,39.65920155793573,0.10053554040895814,39.75973709834469
Police,Forensic Scientist III,F,7/6/2015,33.55,67977.84,4582.01,3012.55,75572.4,38.96471397455004,1.750930490274753,40.71564446482479
Police,Police Reserves,P,10/7/2019,28.41,0,0,1225,1225,0,0,0
Fire,Fire Emergency Dispatcher,P,9/18/1995,31.71,8209.23,552.33,0.3,8761.859999999999,4.978549596099265,0.2233098027800015,5.201859398879266
Water Services,Chemist III,F,11/7/2005,46.21,95086.4,0,2075.44,97161.84,39.571188387461916,0,39.571188387461916
Aviation,Aviation Supv II,F,1/29/1990,34.2,70374.4,21718.67,10076.02,102169.09,39.571749887539355,8.141651671914827,47.713401559454184
Water Services,Senior Utility Operator,F,3/19/2001,30.6,62852.8,13804.44,3152,79809.24,39.50025138260432,5.783660130718953,45.283911513323275
Police,Police Officer,F,10/10/2005,37.79,77606.4,4490.2,2651.71,84748.31,39.49274329798278,1.5233306871306342,41.01607398511341
Fire,Firefighter 56hr,F,6/19/2006,26.98,79671.2,14532.55,4807.51,99011.26,56.78793408222615,6.905661363593165,63.69359544581931
Parks and Recreation,Deputy Parks & Rec Director,F,10/14/2002,58,115665.6,0,9615,125280.6,38.350663129973476,0,38.350663129973476
Water Services,Water Services Technician,F,6/26/2000,23.05,47339.2,1674.76,3182.76,52196.72,39.49541131319873,0.9315089827020413,40.42692029590077
Police,Police Records Clk,F,12/13/2021,15.55,1244,0,75,1319,1.5384615384615385,0,1.5384615384615385
Public Works,Equipment Op II,F,11/1/2021,16.75,4690,0,0,4690,5.384615384615385,0,5.384615384615385
Library,Library Assistant,P,3/30/2015,20.33,18806.95,0,257.4,19064.350000000002,17.790069620492645,0,17.790069620492645
Parks and Recreation,Park Ranger II,F,12/8/2014,24.89,50020.8,1826.72,2261.2,54108.72,38.64758784806997,0.9409195331252381,39.58850738119521
Municipal Court,Bailiff,F,5/6/2019,18.74,36992.8,8621.44,122.35,45736.590000000004,37.96157950907151,5.898147388008648,43.85972689708016
Police,Police Coding Clerk,F,1/27/2020,17.97,36041.05,3474.95,84.2,39600.2,38.56967809597192,2.4791675584663895,41.04884565443831
Police,Police Officer,F,9/17/2001,37.79,77606.4,0,4428.5,82034.9,39.49274329798278,0,39.49274329798278
Human Services,Casework Aide,F,8/23/2021,15.55,11196,0,75,11271,13.846153846153847,0,13.846153846153847
Public Works,Project Manager,F,3/9/2009,39,76496.8,0,0,76496.8,37.720315581854045,0,37.720315581854045
Public Works,Solid Waste Equipment Operator,F,3/22/2021,20.69,31230.4,6372.14,15.52,37618.06,29.027772614046174,3.9484824825569143,32.97625509660309
Water Services,Info Tech Analyst/Prg III,F,4/11/2016,51.02,102951.2,0,75,103026.2,38.80499351687121,0,38.80499351687121
Water Services,Info Tech Analyst/Prg II,F,3/18/2002,46.21,95086.4,0,2775.1,97861.5,39.571188387461916,0,39.571188387461916
Police,Police Officer,F,3/27/2006,37.79,77606.4,34748.46,3725.86,116080.71999999999,39.49274329798278,11.788649825961283,51.281393123944056
Water Services,Senior Utility Operator*SCBA,F,6/24/2002,31.84,65398.4,10277.04,14114.91,89790.35,39.49942017781214,4.13809431774256,43.6375144955547
Fire,Firefighter 56hr,F,12/18/2006,26.98,81691.26,5959.28,3918.09,91568.62999999999,58.227789815817985,2.8317652202010986,61.059555036019084
Parks and Recreation,Park Ranger II,F,10/27/2003,26.65,54838.4,0,571.1,55409.5,39.57165536152403,0,39.57165536152403
Public Works,Solid Waste Equipment Operator,F,11/20/2017,21.43,43432.32,48.22,9349.64,52830.18,38.97512473527406,0.028847649472941123,39.003972384747
Municipal Court,Court/Legal Clerk II,F,12/21/1983,21.57,44484.8,0,6075,50559.8,39.66049712920366,0,39.66049712920366
Police,Admin Asst I,F,1/29/2018,22.54,44627.2,13699.55,75.6,58402.35,38.07521670875708,7.792158669487861,45.867375378244944
Street Transportation,Chief Construction Insp,F,5/14/2001,36.79,75560,26189.78,8834.03,110583.81,39.496518702824766,9.126567280685247,48.62308598351001
Water Services,Electrician,F,4/11/2016,31.84,50470.4,0,1221.25,51691.65,30.483185156551993,0,30.483185156551993
Planning & Development,Fire Prevention Spec II,F,6/20/2016,33.25,65458.4,212.56,725,66395.96,37.85910931174089,0.0819587430113746,37.941068054752265
Planning & Development,Planner I,F,8/23/2021,24.89,17920.8,0,75,17995.8,13.846153846153847,0,13.846153846153847
Public Works,Solid Waste Equipment Operator,F,11/6/2006,25.73,52857.6,9681.24,984.01,63522.85,39.506113785165475,4.823881132470328,44.3299949176358
Police,Police Sergeant,F,7/30/2007,48.4,99285,1982.63,4902.29,106169.92,39.44890336935792,0.52517217630854,39.97407554566646
Police,Police Officer,F,9/24/2007,37.79,77392.89,295.2,2405.08,80093.17,39.384091232926906,0.10014859445925864,39.48423982738616
Fire,Fire Engineer 56hr,F,1/14/2008,26.95,74192.37,2005.34,3335.24,79532.95,52.94160839160839,0.9539698396841255,53.89557823129252
Water Services,Water Facilities Supervisor,F,10/11/2004,46.21,95086.4,0,4871.86,99958.26,39.571188387461916,0,39.571188387461916
Police,Police Coding Clerk,P,5/8/2017,17.97,26728.65,0,75,26803.65,28.60392320534224,0,28.60392320534224
Water Services,Utility Specialty Technician,F,2/4/2013,24.02,49182.4,1120.95,0,50303.35,39.37616089156472,0.5982994940114008,39.97446038557612
Police,Police Officer,F,4/29/2002,37.79,77606.4,28216.61,6678.19,112501.2,39.49274329798278,9.572675582334222,49.065418880317
Police,Police Officer,F,5/5/2008,37.79,77606.4,1389.06,3216.27,82211.73,39.49274329798278,0.4712479899037189,39.96399128788649
Police,Police Officer,F,4/25/2005,37.79,77606.4,5974.24,3449.03,87029.67,39.49274329798278,2.0268012837475657,41.519544581730344
Planning & Development,Accountant III,F,6/19/2017,39,78426.4,0,0,78426.4,38.671794871794866,0,38.671794871794866
Municipal Court,Bailiff,F,8/26/2019,20.55,31519.73,21.92,0,31541.649999999998,29.496284858693613,0.013675213675213675,29.509960072368827
Aviation,Auto Technician*Master Tech,F,9/25/2006,28.31,59615.67,109.75,2529.32,62254.74,40.496474472189774,0.0497015641840792,40.54617603637385
Police,Police Officer,F,3/15/2004,37.79,77606.4,10087.38,4609.6,92303.38,39.49274329798278,3.422211818348362,42.914955116331136
Parks and Recreation,Recreation Leader,P,9/11/2017,16.24,29387.04,1429.47,964.8,31781.31,34.798976885183784,1.1284814323607428,35.92745831754453
Aviation,Aviation Supv II,F,7/15/1991,34.2,70374.4,1081.04,6438.43,77893.87,39.571749887539355,0.40524816314289996,39.976998050682255
Police,Police Officer,F,6/19/2017,31.75,63735.24,2189.6,2274.31,68199.15,38.604021804966685,0.8841510195840905,39.48817282455077
Fire,Firefighter 56hr,F,9/19/2011,24.48,70680.12,3674.01,3922.45,78276.57999999999,55.5242269984917,1.924129587732529,57.44835658622423
Fire,Firefighter 56hr,F,12/18/2006,26.98,81357.93,22961.65,1490.07,105809.65,57.99019929292353,10.911049970538482,68.901249263462
Street Transportation,Street Maint Worker,F,1/7/2013,22.4,42590.73,0,75,42665.73,36.56484375000001,0,36.56484375000001
Planning & Development,Civil Inspector I,F,5/31/2021,27.41,32572.96,3320.04,0,35893,22.853085622877668,1.5528863693767012,24.40597199225437
Street Transportation,Street Maint Worker,F,7/29/2019,19.16,38791.84,243.68,22.05,39057.57,38.93512124618596,0.16305336973395426,39.09817461591991
Fire,Fire Engineer 56hr,F,5/4/1998,29.33,84316.35,48487.25,8153.37,140956.97,55.283609588502195,21.194388348326296,76.47799793682849
Water Services,Asst Water Services Dir,F,10/24/2005,78.27,157820.8,0,6810,164630.8,38.77622824345706,0,38.77622824345706
Aviation,Accountant II,F,12/10/2001,37.87,73530.8,0,2973,76503.8,37.339684345229635,0,37.339684345229635
Aviation,Gardener*Sprinkler System,F,7/2/2007,21.58,43238.8,492.96,917.62,44649.380000000005,38.53176017680189,0.29286376274328085,38.82462393954517
Parks and Recreation,Gardener*Sprinkler System,F,9/7/2020,18.47,38070,0,94.8,38164.8,39.63808254549998,0,39.63808254549998
Parks and Recreation,Groundskeeper,F,9/25/2006,18.61,38227.2,2372.11,914.52,41513.829999999994,39.502335386268754,1.6341572631201866,41.13649264938894
Water Services,Support Services Aide,F,7/27/2020,17.11,35114.4,0,75,35189.4,39.46679854336196,0,39.46679854336196
Police,Police Officer,F,3/25/2019,28.41,57595.3,3552.03,8421.71,69569.04000000001,38.98634012942355,1.602916091300463,40.58925622072402
Water Services,GIS Technician,F,3/11/1996,31.71,65396.8,0,5075,70471.8,39.660383766344026,0,39.660383766344026
Aviation,Airport Operations Assistant,F,11/6/2017,21.57,43397.49,11791.53,1220.8,56409.82,38.69110409757141,7.0085054028030385,45.69960950037445
Fire,Fire Captain 56hr,F,4/11/2005,28.68,81638.46,3891.63,1809.87,87339.96,54.740947859671714,1.7396336230018241,56.480581482673536
Library,Library Circulation Attnd II,F,8/18/1986,19.59,40400,0,5717.4,46117.4,39.659166764832925,0,39.659166764832925
Public Works,Auto Parts Clerk III,F,12/6/2004,24.02,49334.4,950.63,2163.2,52448.229999999996,39.49785435214245,0.5073923439868485,40.0052466961293
Planning & Development,Structural Plans Engineer,F,8/28/2017,51.02,104979.2,0,75,105054.2,39.56939963212013,0,39.56939963212013
Fire,Firefighter 56hr,F,4/7/2008,26.98,77894.46,3689.21,4879.29,86462.96,55.52151166105948,1.753060196536846,57.27457185759632
Fire,Firefighter 56hr,F,5/4/1998,26.98,77900.8,4344.48,5622.28,87867.56,55.526030677995095,2.0644351941609167,57.59046587215601
Aviation,Equipment Op II*U2,F,10/18/2021,16.6,6640,1800.94,241.6,8682.54,7.692307692307692,1.3909020698177323,9.083209762125424
Fire,Firefighter 56hr,F,5/15/2000,26.98,78257.65,3371.1,3564.51,85193.26,55.78038575583052,1.601898842447397,57.38228459827792
Water Services,Utility Technician,F,6/18/2007,24.02,33592.16,433.52,201.8,34227.48,26.894382886056494,0.23138837293708234,27.125771258993577
Police,Police Officer,F,10/10/2016,34.27,65878.16,4773.34,6055.83,76707.33,36.96783461650692,1.7857212333430599,38.75355584984998
Police,Fingerprint Technician,F,12/18/2006,23.7,48881.6,5760.37,2951.95,57593.92,39.66374553716326,3.1160716217678246,42.77981715893108
Fire,Fire Engineer 56hr,F,5/24/2004,26.95,77786.92,32823.1,5200.01,115810.02999999998,55.50657913515057,15.614433185861758,71.12101232101233
Library,Librarian I,F,9/20/2010,32.56,65330.24,0,501.4,65831.64,38.585711585711586,0,38.585711585711586
Fire,Firefighter 56hr,F,2/8/2021,17.21,41439.96,2350.71,173.02,43963.689999999995,46.305770348187544,1.7511509408662227,48.05692128905377
Water Services,Ops & Maintenance Tech,F,3/19/2001,27.27,56016,16915.21,4056.2,76987.40999999999,39.5024117796395,7.952389683412785,47.454801463052284
Aviation,Project Manager,F,11/21/2016,40.98,80642.4,0,75,80717.4,37.84322558846717,0,37.84322558846717
Street Transportation,GIS Coordinator,F,9/23/2019,43.92,85895.84,0,75,85970.84,37.61027042174583,0,37.61027042174583
Water Services,Water Services Specialist,F,6/18/2007,25.08,50851.2,390.9,79.2,51321.299999999996,38.99153478100847,0.19982210771684455,39.191356888725316
Parks and Recreation,Recreation Instructor,P,7/26/2021,15.55,6647.67,0,75,6722.67,8.2212094978976,0,8.2212094978976
Public Works,Utilities Service Spec*Lead,F,8/27/2007,24.92,48307.85,0,1175.32,49483.17,37.27917798493641,0,37.27917798493641
Water Services,Water Services Specialist,F,9/10/2007,26.13,54258.74,1193.31,1726.8,57178.85,39.932541434837646,0.5854897112072772,40.518031146044926
Police,Police Officer,F,5/7/2007,37.79,77606.4,15341.77,2719.54,95667.70999999999,39.49274329798278,5.204799126074596,44.697542424057374
Fire,Fire Captain 56hr,F,9/20/1999,32.44,93982.25,8173.12,16916.17,119071.54,55.71365479465048,3.2300736665718173,58.9437284612223
Police,Police Officer,F,12/11/1992,37.79,77606.4,10558.04,7822.28,95986.72,39.49274329798278,3.5818864032677213,43.0746297012505
Police,Police Officer,F,8/18/2003,37.79,77606.4,13577.5,3355.17,94539.06999999999,39.49274329798278,4.606258608640191,44.099001906622966
Police,Police Officer,F,4/9/2007,37.79,77606.4,1560.66,2675.92,81842.98,39.49274329798278,0.5294644492845075,40.02220774726729
Police,Police Comm Op*Radio/911,F,3/13/2017,26.08,52092.8,16596.42,2603,71292.22,38.41198678621992,8.158535865974516,46.570522652194434
Library,Library Page,P,1/14/2019,15.55,18929.9,0,91.1,19021,23.41070986890923,0,23.41070986890923
Police,Police Officer,F,8/27/2018,30.04,59581.2,7663.12,1349.39,68593.70999999999,38.14222062890505,3.270476970876438,41.41269759978149
Street Transportation,Street Maint Worker*Rapid,F,1/22/1996,24.53,48536,20388.23,7465.65,76389.87999999999,38.050738499168986,10.655832209643867,48.706570708812855
Parks and Recreation,Parks Foreman II,F,1/5/2004,30.95,61864.56,371.4,8241.82,70477.78,38.4395178327327,0.15384615384615385,38.59336398657885
Fire,Info Tech Analyst/Prg II,F,10/11/2004,46.21,95086.4,0,2925,98011.4,39.571188387461916,0,39.571188387461916
Fire,Fire Captain 56hr,F,1/1/2007,29.79,85280.32,45682.79,8886.04,139849.15000000002,55.0522374570713,19.660181096736988,74.71241855380829
Aviation,Heavy Equip Mech,F,7/15/2019,30.6,62852.8,0,600,63452.8,39.50025138260432,0,39.50025138260432
Public Works,Contracts Specialist II,F,3/17/2014,31.93,65697.6,0,0,65697.6,39.568286395721415,0,39.568286395721415
Aviation,Info Tech Analyst/Prg III,F,9/7/2009,51.02,104979.2,0,1275.16,106254.36,39.56939963212013,0,39.56939963212013
Police,Police Officer,F,9/11/2006,37.79,68141.55,6553.15,2364.76,77059.45999999999,34.67622183320781,2.2232004125362157,36.89942224574403
Police,Police Officer,F,11/23/2015,37.79,71652.8,3089.89,1540.54,76283.23,36.46304476153643,1.0482660587185593,37.51131082025499
Public Works,Solid Waste Environ Spec*Ld,F,5/8/1995,30.13,63144.41,1137.37,6031.8,70313.58,40.30254155071613,0.4839584024781502,40.78649995319428
Police,Police Officer,F,10/21/2019,28.41,55388.64,1267.2,2665.14,59320.979999999996,37.49264885062139,0.5718463163024937,38.064495166923884
Police,Police Officer,F,8/16/1996,37.79,77606.4,56958.64,10496.84,145061.87999999998,39.49274329798278,19.323603449562697,58.816346747545474
Library,Library Assistant,P,7/23/2012,23.58,32107.24,0,177,32284.24,26.185196059241864,0,26.185196059241864
Water Services,Senior Utility Technician,F,8/1/2016,23.05,45937.6,4436.92,288.83,50663.35,38.32604705489738,2.467834696034262,40.79388175093164
Police,Police Officer,F,1/30/2017,37.79,77606.4,8133.17,1268.36,87007.93,39.49274329798278,2.7592328726226585,42.25197617060544
Library,Library Page,P,8/6/2012,15.55,17548.06,0,105.4,17653.460000000003,21.70178085580015,0,21.70178085580015
Water Services,Equipment Op IV*U2,F,4/19/1999,26.13,53667.2,6691.54,4284.48,64643.22,39.49718861314728,3.283160136202616,42.7803487493499
Parks and Recreation,Contracts Specialist II,F,12/15/1997,39,74998.4,0,6506.06,81504.45999999999,36.981459566074946,0,36.981459566074946
Public Works,Equipment Op II,F,1/19/2004,22.55,46321.6,0,75,46396.6,39.50332594235033,0,39.50332594235033
Police,Police Comm Op*Radio/911,F,3/8/2021,23.7,37945.6,1630.17,1222.7,40798.469999999994,30.790003245699445,0.8818403115871472,31.671843557286593
Street Transportation,Traffic Maintenance Frmn II,F,3/27/2017,22.54,45230.4,2931.62,75,48237.020000000004,38.589857347621326,1.667474347598571,40.2573316952199
Police,Police Officer,F,8/13/2007,37.79,77606.4,0,36078.81,113685.20999999999,39.49274329798278,0,39.49274329798278
Police,Police Communications Supv,F,8/25/1997,39.76,77660.8,912.9,5415.8,83989.5,37.562296858071505,0.294362327813032,37.85665918588454
Water Services,Principal Engineering Tech,F,4/24/2017,37.14,73119.2,0,75,73194.2,37.86048630959778,0,37.86048630959778
Municipal Court,Court/Legal Clerk II,F,9/23/2019,18.74,34445.85,0,75,34520.85,35.34792915195797,0,35.34792915195797
Fire,Fire Captain 56hr,F,3/28/2005,33.55,90599.08,4321.29,15386.51,110306.87999999999,51.93114754098361,1.651301157858535,53.58244869884214
Parks and Recreation,Lifeguard,P,4/19/2021,14.02,3614.92,124.2,75,3814.12,4.958465927795458,0.11357401514320202,5.07203994293866
Parks and Recreation,Lifeguard,P,5/6/2019,14.02,3906.02,248.4,0,4154.42,5.3577581477010865,0.22714803028640404,5.584906177987491
Fire,Firefighter 56hr,F,7/4/2005,26.98,82405.29,9222.57,1729.79,93357.64999999998,58.73673518845869,4.382434281804185,63.119169470262875
Planning & Development,Secretary II,F,2/10/2020,16.24,33316.48,77.9,75,33469.380000000005,39.452065176203114,0.06149741063534168,39.513562586838454
Water Services,Utilities Service Spec,F,9/20/2021,18.74,10494.4,0,0,10494.4,10.76923076923077,0,10.76923076923077
Human Services,Caseworker I,F,1/25/2010,24.92,51396.8,0,1175.32,52572.12,39.66292134831461,0,39.66292134831461
Water Services,Utility Specialty Technician,F,7/13/1998,26.13,52122.4,6733.82,1895.58,60751.8,38.36026965762902,3.3039045404142993,41.66417419804332
Parks and Recreation,Recreation Instructor,P,5/6/2019,15.55,7108.39,0,115.2,7223.59,8.79098441751175,0,8.79098441751175
Parks and Recreation,Senior Human Resources Clerk,F,11/11/2002,23.64,48734.4,2965.97,3620.6,55320.97,39.64467005076142,1.6085133845286128,41.25318343529003
Fire,Fire Captain 56hr,F,9/11/2006,33.55,101153.77,15406.89,1645.15,118205.81,57.98106729336238,5.887458443196148,63.868525736558524
